shot_id,split,expected_label,meta_label,hdf5_path,required_feature_count,length_reconciled,n_raw,n_used,n_positive,n_negative,n_gray_dropped,dt_ms,time_end_ms,time_source,has_advanced_time,advanced_time_ms,fls_used_ms,fls_source,positive_start_ms,gray_start_ms
1051984,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1051900\1051984.hdf5,23,0,346,346,0,346,0,1.0050735295180289,496.75036768371587,meta_start_down,0,,0.0,non_disruptive,,
1051985,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1051900\1051985.hdf5,23,0,344,344,0,344,0,1.0053952119058636,494.85055768371586,meta_start_down,0,,0.0,non_disruptive,,
1051987,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1051900\1051987.hdf5,23,0,345,345,0,345,0,1.004507231638712,495.5504876837159,meta_start_down,0,,0.0,non_disruptive,,
1052047,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052000\1052047.hdf5,23,0,345,345,0,345,0,1.004797900243375,495.6504776837159,meta_start_down,0,,0.0,non_disruptive,,
1052049,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052000\1052049.hdf5,23,0,349,349,0,349,0,1.0053162577118258,499.8500576837159,meta_start_down,0,,0.0,non_disruptive,,
1052051,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052000\1052051.hdf5,23,0,349,349,0,349,0,1.0035922921945826,499.2501176837159,meta_start_down,0,,0.0,non_disruptive,,
1052052,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052000\1052052.hdf5,23,0,348,348,0,348,0,1.003026621566903,498.0502376837159,meta_start_down,0,,0.0,non_disruptive,,
1052053,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052000\1052053.hdf5,23,0,345,345,0,345,0,1.004507231638712,495.5504876837159,meta_start_down,0,,0.0,non_disruptive,,
1052054,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052000\1052054.hdf5,23,0,345,345,0,345,0,1.0050885688480093,495.7504676837159,meta_start_down,0,,0.0,non_disruptive,,
1052060,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052000\1052060.hdf5,23,0,345,345,0,345,0,1.0053792374526438,495.8504576837159,meta_start_down,0,,0.0,non_disruptive,,
1052062,test,1,1,D:\Fuison\data\J-TEXT\unified_hdf5\1052000\1052062.hdf5,23,0,142,112,16,96,30,1.009722040310038,292.37080768371595,meta_start_down,1,15.7,15.7,advanced_time,276.67080768371596,246.67080768371596
1052064,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052000\1052064.hdf5,23,0,345,345,0,345,0,1.0030538886154545,495.0505376837159,meta_start_down,0,,0.0,non_disruptive,,
1052065,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052000\1052065.hdf5,23,0,349,349,0,349,0,1.0044542749532184,499.5500876837159,meta_start_down,0,,0.0,non_disruptive,,
1052066,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052000\1052066.hdf5,23,0,341,341,0,341,0,1.0051496108344509,491.7508676837159,meta_start_down,0,,0.0,non_disruptive,,
1052067,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052000\1052067.hdf5,23,0,346,346,0,346,0,1.0042040512571475,496.4503976837159,meta_start_down,0,,0.0,non_disruptive,,
1052068,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052000\1052068.hdf5,23,0,347,347,0,347,0,1.0041916118026393,497.4502976837159,meta_start_down,0,,0.0,non_disruptive,,
1052072,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052000\1052072.hdf5,23,0,348,348,0,348,0,1.00504371090409,498.75016768371586,meta_start_down,0,,0.0,non_disruptive,,
1052075,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052000\1052075.hdf5,23,0,349,349,0,349,0,1.0033049646083896,499.15012768371594,meta_start_down,0,,0.0,non_disruptive,,
1052076,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052000\1052076.hdf5,23,0,349,349,0,349,0,1.0053162577118258,499.8500576837159,meta_start_down,0,,0.0,non_disruptive,,
1052110,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052100\1052110.hdf5,23,0,348,348,0,348,0,1.00504371090409,498.75016768371586,meta_start_down,0,,0.0,non_disruptive,,
1052113,val,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052100\1052113.hdf5,23,0,344,344,0,344,0,1.0045206638009176,494.5505876837159,meta_start_down,0,,0.0,non_disruptive,,
1052116,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052100\1052116.hdf5,23,0,344,344,0,344,0,1.0039376317309348,494.3506076837159,meta_start_down,0,,0.0,non_disruptive,,
1052124,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052100\1052124.hdf5,23,0,343,343,0,343,0,1.0057036481979935,493.9506476837159,meta_start_down,0,,0.0,non_disruptive,,
1052127,test,1,1,D:\Fuison\data\J-TEXT\unified_hdf5\1052100\1052127.hdf5,23,0,113,83,12,71,30,1.015836318604613,263.7736676837159,meta_start_down,1,11.773667683715905,11.773667683715905,advanced_time,252.00000000000003,222.00000000000003
1052128,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052100\1052128.hdf5,23,0,346,346,0,346,0,1.0042040512571475,496.4503976837159,meta_start_down,0,,0.0,non_disruptive,,
1052130,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052100\1052130.hdf5,23,0,343,343,0,343,0,1.0054112797769506,493.8506576837159,meta_start_down,0,,0.0,non_disruptive,,
1052135,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052100\1052135.hdf5,23,0,346,346,0,346,0,1.0053633556049704,496.85035768371586,meta_start_down,0,,0.0,non_disruptive,,
1052148,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052100\1052148.hdf5,23,0,349,349,0,349,0,1.0047416025394114,499.6500776837159,meta_start_down,0,,0.0,non_disruptive,,
1052149,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052100\1052149.hdf5,23,0,350,350,0,350,0,1.003008703964781,500.0500376837159,meta_start_down,0,,0.0,non_disruptive,,
1052164,test,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052100\1052164.hdf5,23,0,349,349,0,349,0,1.0047416025394114,499.6500776837159,meta_start_down,0,,0.0,non_disruptive,,
1052166,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052100\1052166.hdf5,23,0,347,347,0,347,0,1.0041916118026393,497.4502976837159,meta_start_down,0,,0.0,non_disruptive,,
1052168,test,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052100\1052168.hdf5,23,0,350,350,0,350,0,1.0035817125607878,500.2500176837159,meta_start_down,0,,0.0,non_disruptive,,
1052169,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052100\1052169.hdf5,23,0,344,344,0,344,0,1.0039376317309348,494.3506076837159,meta_start_down,0,,0.0,non_disruptive,,
1052171,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052100\1052171.hdf5,23,0,345,345,0,345,0,1.0030538886154545,495.0505376837159,meta_start_down,0,,0.0,non_disruptive,,
1052173,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052100\1052173.hdf5,23,0,348,348,0,348,0,1.0047555552844756,498.65017768371587,meta_start_down,0,,0.0,non_disruptive,,
1052175,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052100\1052175.hdf5,23,0,349,349,0,349,0,1.0047416025394114,499.6500776837159,meta_start_down,0,,0.0,non_disruptive,,
1052178,val,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052100\1052178.hdf5,23,0,345,345,0,345,0,1.003344557220089,495.15052768371595,meta_start_down,0,,0.0,non_disruptive,,
1052183,test,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052100\1052183.hdf5,23,0,343,343,0,343,0,1.0045341745137932,493.5506876837159,meta_start_down,0,,0.0,non_disruptive,,
1052201,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052200\1052201.hdf5,23,0,343,343,0,343,0,1.0030723324085216,493.05073768371585,meta_start_down,0,,0.0,non_disruptive,,
1052202,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052200\1052202.hdf5,23,0,345,345,0,345,0,1.004797900243375,495.6504776837159,meta_start_down,0,,0.0,non_disruptive,,
1052203,val,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052200\1052203.hdf5,23,0,348,348,0,348,0,1.0041792440453037,498.4501976837159,meta_start_down,0,,0.0,non_disruptive,,
1052204,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052200\1052204.hdf5,23,0,349,349,0,349,0,1.0035922921945826,499.2501176837159,meta_start_down,0,,0.0,non_disruptive,,
1052205,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052200\1052205.hdf5,23,0,348,348,0,348,0,1.0056200221432618,498.95014768371595,meta_start_down,0,,0.0,non_disruptive,,
1052236,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052200\1052236.hdf5,23,0,343,343,0,343,0,1.0054112797769506,493.8506576837159,meta_start_down,0,,0.0,non_disruptive,,
1052249,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052200\1052249.hdf5,23,0,348,348,0,348,0,1.0038910884256893,498.3502076837159,meta_start_down,0,,0.0,non_disruptive,,
1052252,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052200\1052252.hdf5,23,0,348,348,0,348,0,1.005331866523676,498.8501576837159,meta_start_down,0,,0.0,non_disruptive,,
1052255,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052200\1052255.hdf5,23,0,348,348,0,348,0,1.0038910884256893,498.3502076837159,meta_start_down,0,,0.0,non_disruptive,,
1052256,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052200\1052256.hdf5,23,0,350,350,0,350,0,1.0041547211567945,500.4499976837159,meta_start_down,0,,0.0,non_disruptive,,
1052258,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052200\1052258.hdf5,23,0,348,348,0,348,0,1.0056200221432618,498.95014768371595,meta_start_down,0,,0.0,non_disruptive,,
1052259,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052200\1052259.hdf5,23,0,343,343,0,343,0,1.0039494376716789,493.35070768371594,meta_start_down,0,,0.0,non_disruptive,,
1052261,train,1,1,D:\Fuison\data\J-TEXT\unified_hdf5\1052200\1052261.hdf5,23,0,139,110,4,106,29,1.0128338237950345,289.7710676837159,meta_start_down,1,3.1,3.1,advanced_time,286.6710676837159,256.6710676837159
1052264,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052200\1052264.hdf5,23,0,344,344,0,344,0,1.0036461156959717,494.2506176837159,meta_start_down,0,,0.0,non_disruptive,,
1052265,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052200\1052265.hdf5,23,0,347,347,0,347,0,1.0056365539991816,497.9502476837159,meta_start_down,0,,0.0,non_disruptive,,
1052267,train,1,1,D:\Fuison\data\J-TEXT\unified_hdf5\1052200\1052267.hdf5,23,0,82,53,6,47,29,1.0182320701693186,232.47679768371592,meta_start_down,1,5.1,5.1,advanced_time,227.37679768371592,197.37679768371592
1052269,train,1,1,D:\Fuison\data\J-TEXT\unified_hdf5\1052200\1052269.hdf5,23,0,239,210,6,204,29,1.0065591919483836,389.56108768371587,meta_start_down,1,5.1,5.1,advanced_time,384.46108768371585,354.46108768371585
1052272,train,1,1,D:\Fuison\data\J-TEXT\unified_hdf5\1052200\1052272.hdf5,23,0,362,332,9,323,30,1.0037363093731528,512.3488076837159,meta_start_down,1,8.8,8.8,advanced_time,503.5488076837159,473.5488076837159
1052289,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052200\1052289.hdf5,23,0,350,350,0,350,0,1.0038682168587911,500.35000768371594,meta_start_down,0,,0.0,non_disruptive,,
1052313,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052300\1052313.hdf5,23,0,399,399,0,399,0,1.0043845921701404,549.7450676837159,meta_start_down,0,,0.0,non_disruptive,,
1052334,test,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052300\1052334.hdf5,23,0,345,345,0,345,0,1.0042165630340492,495.4504976837159,meta_start_down,0,,0.0,non_disruptive,,
1052343,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052300\1052343.hdf5,23,0,348,348,0,348,0,1.0041792440453037,498.4501976837159,meta_start_down,0,,0.0,non_disruptive,,
1052344,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052300\1052344.hdf5,23,0,349,349,0,349,0,1.0056035852980472,499.9500476837159,meta_start_down,0,,0.0,non_disruptive,,
1052345,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052300\1052345.hdf5,23,0,346,346,0,346,0,1.0053633556049704,496.85035768371586,meta_start_down,0,,0.0,non_disruptive,,
1052348,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052300\1052348.hdf5,23,0,398,398,0,398,0,1.0036402964325362,548.445197683716,meta_start_down,0,,0.0,non_disruptive,,
1052360,test,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052300\1052360.hdf5,23,0,349,349,0,349,0,1.0038796197807756,499.3501076837159,meta_start_down,0,,0.0,non_disruptive,,
1052361,test,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052300\1052361.hdf5,23,0,344,344,0,344,0,1.0039376317309348,494.3506076837159,meta_start_down,0,,0.0,non_disruptive,,
1052363,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052300\1052363.hdf5,23,0,346,346,0,346,0,1.0030447469093247,496.05043768371587,meta_start_down,0,,0.0,non_disruptive,,
1052369,test,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052300\1052369.hdf5,23,0,349,349,0,349,0,1.0056035852980472,499.9500476837159,meta_start_down,0,,0.0,non_disruptive,,
1052370,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052300\1052370.hdf5,23,0,342,342,0,342,0,1.0051342160812737,492.7507676837159,meta_start_down,0,,0.0,non_disruptive,,
1052371,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052300\1052371.hdf5,23,0,398,398,0,398,0,1.002884704492999,548.1452276837159,meta_start_down,0,,0.0,non_disruptive,,
1052372,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052300\1052372.hdf5,23,0,394,394,0,394,0,1.0034239381265024,544.3456076837159,meta_start_down,0,,0.0,non_disruptive,,
1052373,test,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052300\1052373.hdf5,23,0,393,393,0,393,0,1.0034329277645782,543.3457076837159,meta_start_down,0,,0.0,non_disruptive,,
1052374,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052300\1052374.hdf5,23,0,395,395,0,395,0,1.0039225575728778,545.5454876837159,meta_start_down,0,,0.0,non_disruptive,,
1052375,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052300\1052375.hdf5,23,0,394,394,0,394,0,1.0046960755310863,544.8455576837159,meta_start_down,0,,0.0,non_disruptive,,
1052388,train,1,1,D:\Fuison\data\J-TEXT\unified_hdf5\1052300\1052388.hdf5,23,0,208,178,10,168,30,1.0065903752836505,358.3642076837159,meta_start_down,1,9.9,9.9,advanced_time,348.4642076837159,318.4642076837159
1052389,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052300\1052389.hdf5,23,0,400,400,0,400,0,1.0036215480794795,550.4449976837159,meta_start_down,0,,0.0,non_disruptive,,
1052390,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052300\1052390.hdf5,23,0,395,395,0,395,0,1.003161212395213,545.2455176837159,meta_start_down,0,,0.0,non_disruptive,,
1052565,val,1,1,D:\Fuison\data\J-TEXT\unified_hdf5\1052500\1052565.hdf5,23,0,274,244,51,193,30,1.0068042405997062,424.8575576837159,meta_start_down,1,51.1,51.1,advanced_time,373.7575576837159,343.7575576837159
1052566,test,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052500\1052566.hdf5,23,0,345,345,0,345,0,1.0056699060573209,495.9504476837159,meta_start_down,0,,0.0,non_disruptive,,
1052567,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052500\1052567.hdf5,23,0,342,342,0,342,0,1.004840990274829,492.6507776837159,meta_start_down,0,,0.0,non_disruptive,,
1052568,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052500\1052568.hdf5,23,0,348,348,0,348,0,1.0041792440453037,498.4501976837159,meta_start_down,0,,0.0,non_disruptive,,
1052569,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052500\1052569.hdf5,23,0,347,347,0,347,0,1.0030356580454054,497.05033768371595,meta_start_down,0,,0.0,non_disruptive,,
1052570,val,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052500\1052570.hdf5,23,0,344,344,0,344,0,1.004812179835909,494.6505776837159,meta_start_down,0,,0.0,non_disruptive,,
1052571,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052500\1052571.hdf5,23,0,347,347,0,347,0,1.0036136349240223,497.25031768371593,meta_start_down,0,,0.0,non_disruptive,,
1052573,val,1,1,D:\Fuison\data\J-TEXT\unified_hdf5\1052500\1052573.hdf5,23,0,282,252,43,209,30,1.004828497095076,432.35680768371594,meta_start_down,1,42.356807683715914,42.356807683715914,advanced_time,390.0,360.0
1052574,train,1,1,D:\Fuison\data\J-TEXT\unified_hdf5\1052500\1052574.hdf5,23,0,288,258,6,252,30,1.0036802706749768,438.0562376837159,meta_start_down,1,5.6,5.6,advanced_time,432.45623768371587,402.45623768371587
1052575,train,1,1,D:\Fuison\data\J-TEXT\unified_hdf5\1052500\1052575.hdf5,23,0,74,45,6,39,29,1.0216107901878786,224.5775876837159,meta_start_down,1,5.7,5.7,advanced_time,218.87758768371592,188.87758768371592
1052576,train,1,1,D:\Fuison\data\J-TEXT\unified_hdf5\1052500\1052576.hdf5,23,0,163,133,6,127,30,1.0072143684180048,313.1687276837159,meta_start_down,1,5.7,5.7,advanced_time,307.4687276837159,277.4687276837159
1052578,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052500\1052578.hdf5,23,0,343,343,0,343,0,1.0045341745137932,493.5506876837159,meta_start_down,0,,0.0,non_disruptive,,
1052579,train,1,1,D:\Fuison\data\J-TEXT\unified_hdf5\1052500\1052579.hdf5,23,0,86,57,29,28,29,1.0208984433378419,236.7763676837159,meta_start_down,1,29.1,29.1,advanced_time,207.6763676837159,177.6763676837159
1052580,train,1,1,D:\Fuison\data\J-TEXT\unified_hdf5\1052500\1052580.hdf5,23,0,144,114,6,108,30,1.0137800537322619,294.9705476837159,meta_start_down,1,5.5,5.5,advanced_time,289.4705476837159,259.4705476837159
1052581,train,0,0,D:\Fuison\data\J-TEXT\unified_hdf5\1052500\1052581.hdf5,23,0,344,344,0,344,0,1.0042291477659546,494.4505976837159,meta_start_down,0,,0.0,non_disruptive,,
1052582,train,1,1,D:\Fuison\data\J-TEXT\unified_hdf5\1052500\1052582.hdf5,23,0,173,143,6,137,30,1.0067891144402097,323.1677276837159,meta_start_down,1,5.3,5.3,advanced_time,317.8677276837159,287.8677276837159
1052583,train,1,1,D:\Fuison\data\J-TEXT\unified_hdf5\1052500\1052583.hdf5,23,0,126,96,5,91,30,1.0133790214697171,276.67237768371587,meta_start_down,1,5.0,5.0,advanced_time,271.67237768371587,241.67237768371587
